regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Norte;AC;;12;;;;2020-05-26;22;881935;4781;280;105;8;;;
Norte;AC;;12;;;;2020-05-27;22;881935;5251;470;113;8;;;
Norte;AC;;12;;;;2020-05-28;22;881935;5600;349;122;9;;;
Norte;AC;;12;;;;2020-05-29;22;881935;5841;241;135;13;;;
Norte;AC;;12;;;;2020-05-30;22;881935;6072;231;142;7;;;
Norte;AC;;12;;;;2020-05-31;23;881935;6219;147;148;6;;;
Norte;AC;;12;;;;2020-06-01;23;881935;6326;107;161;13;;;
Norte;AC;;12;;;;2020-06-02;23;881935;6465;139;165;4;;;
Norte;AC;;12;;;;2020-06-03;23;881935;6679;214;171;6;;;
Norte;AC;;12;;;;2020-06-04;23;881935;7021;342;181;10;;;
Norte;AC;;12;;;;2020-06-05;23;881935;7284;263;190;9;;;
Norte;AC;;12;;;;2020-06-06;23;881935;7525;241;201;11;;;
Norte;AC;;12;;;;2020-06-07;24;881935;7983;458;207;6;;;
Norte;AC;;12;;;;2020-06-08;24;881935;8128;145;211;4;;;
Norte;AC;;12;;;;2020-06-09;24;881935;8457;329;223;12;;;
Norte;AC;;12;;;;2020-06-10;24;881935;8746;289;237;14;;;
Norte;AC;;12;;;;2020-06-11;24;881935;9091;345;245;8;;;
Norte;AC;;12;;;;2020-06-12;24;881935;9295;204;254;9;;;
Norte;AC;;12;;;;2020-06-13;24;881935;9534;239;256;2;;;
Norte;AC;;12;;;;2020-06-14;25;881935;9642;108;259;3;;;
Norte;AC;;12;;;;2020-06-15;25;881935;9771;129;265;6;;;
Norte;AC;;12;;;;2020-06-16;25;881935;10003;232;271;6;;;
Norte;AC;;12;;;;2020-06-17;25;881935;10339;336;281;10;;;
Norte;AC;;12;;;;2020-06-18;25;881935;10664;325;287;6;;;
Norte;AC;;12;;;;2020-06-19;25;881935;10987;323;292;5;;;
Norte;AC;;12;;;;2020-06-20;25;881935;11263;276;297;5;;;
Norte;AC;;12;;;;2020-06-21;26;881935;11381;118;300;3;;;
Norte;AC;;12;;;;2020-06-22;26;881935;11539;158;305;5;;;
Norte;AC;;12;;;;2020-06-23;26;881935;11810;271;321;16;;;
Norte;AC;;12;;;;2020-06-24;26;881935;12022;212;326;5;;;
Norte;AC;;12;;;;2020-06-25;26;881935;12304;282;335;9;;;
Norte;AC;;12;;;;2020-06-26;26;881935;12644;340;343;8;;;
Norte;AC;;12;;;;2020-06-27;26;881935;12913;269;351;8;;;
Norte;AC;;12;;;;2020-06-28;27;881935;13058;145;353;2;;;
Norte;AC;;12;;;;2020-06-29;27;881935;13146;88;361;8;;;
Norte;AC;;12;;;;2020-06-30;27;881935;13253;107;365;4;;;
Norte;AC;;12;;;;2020-07-01;27;881935;13715;462;370;5;;;
Norte;AC;;12;;;;2020-07-02;27;881935;14048;333;378;8;;;
Norte;AC;;12;;;;2020-07-03;27;881935;14112;64;387;9;;;
Norte;AC;;12;;;;2020-07-04;27;881935;14487;375;391;4;;;
Norte;AC;;12;;;;2020-07-05;28;881935;14622;135;391;0;;;
Norte;AC;;12;;;;2020-07-06;28;881935;14688;66;394;3;;;
Norte;AC;;12;;;;2020-07-07;28;881935;14941;253;399;5;;;
Norte;AC;;12;;;;2020-07-08;28;881935;15167;226;404;5;;;
Norte;AC;;12;;;;2020-07-09;28;881935;15465;298;411;7;;;
Norte;AC;;12;;;;2020-07-10;28;881935;15768;303;417;6;;;
Norte;AC;;12;;;;2020-07-11;28;881935;16080;312;419;2;;;
Norte;AC;;12;;;;2020-07-12;29;881935;16190;110;426;7;;;
Norte;AC;;12;;;;2020-07-13;29;881935;16260;70;430;4;;;
Norte;AC;;12;;;;2020-07-14;29;881935;16479;219;436;6;;;
Norte;AC;;12;;;;2020-07-15;29;881935;16672;193;446;10;;;
Norte;AC;;12;;;;2020-07-16;29;881935;16865;193;447;1;;;
Norte;AC;;12;;;;2020-07-17;29;881935;16965;100;452;5;;;
Norte;AC;;12;;;;2020-07-18;29;881935;17202;237;457;5;;;
Norte;AC;;12;;;;2020-07-19;30;881935;17295;93;460;3;;;
Norte;AC;;12;;;;2020-07-20;30;881935;17462;167;465;5;;;
Norte;AC;;12;;;;2020-07-21;30;881935;17700;238;469;4;;;
Norte;AC;;12;;;;2020-07-22;30;881935;17979;279;470;1;;;
Norte;AC;;12;;;;2020-07-23;30;881935;18157;178;474;4;;;
Norte;AC;;12;;;;2020-07-24;30;881935;18393;236;480;6;;;
Norte;AC;;12;;;;2020-07-25;30;881935;18657;264;483;3;;;
Norte;AC;;12;;;;2020-07-26;31;881935;18745;88;486;3;;;
Norte;AC;;12;;;;2020-07-27;31;881935;18783;38;493;7;;;
Norte;AC;;12;;;;2020-07-28;31;881935;19132;349;500;7;;;
Norte;AC;;12;;;;2020-07-29;31;881935;19366;234;510;10;;;
Norte;AC;;12;;;;2020-07-30;31;881935;19573;207;521;11;;;
Norte;AC;;12;;;;2020-07-31;31;881935;19625;52;531;10;;;
Norte;AC;;12;;;;2020-08-01;31;881935;19930;305;535;4;;;
Norte;AC;;12;;;;2020-08-02;32;881935;19966;36;537;2;;;
Norte;AC;;12;;;;2020-08-03;32;881935;20339;373;539;2;;;
Norte;AC;;12;;;;2020-08-04;32;881935;20708;369;545;6;;;
Norte;AC;;12;;;;2020-08-05;32;881935;21033;325;547;2;;;
Norte;AC;;12;;;;2020-08-06;32;881935;21263;230;552;5;;;
Norte;AC;;12;;;;2020-08-07;32;881935;21376;113;556;4;;;
Norte;AC;;12;;;;2020-08-08;32;881935;21498;122;559;3;;;
Norte;AC;;12;;;;2020-08-09;33;881935;21587;89;561;2;;;
Norte;AC;;12;;;;2020-08-10;33;881935;21619;32;562;1;;;
Norte;AC;;12;;;;2020-08-11;33;881935;21757;138;565;3;;;
Norte;AC;;12;;;;2020-08-12;33;881935;21993;236;569;4;;;
Norte;AC;;12;;;;2020-08-13;33;881935;22242;249;574;5;;;
Norte;AC;;12;;;;2020-08-14;33;881935;22435;193;576;2;;;
Norte;AC;;12;;;;2020-08-15;33;881935;22516;81;576;0;;;
Norte;AC;;12;;;;2020-08-16;34;881935;22548;32;576;0;;;
Norte;AC;;12;;;;2020-08-17;34;881935;22605;57;582;6;;;
Norte;AC;;12;;;;2020-08-18;34;881935;22933;328;590;8;;;
Norte;AC;;12;;;;2020-08-19;34;881935;23146;213;591;1;;;
Norte;AC;;12;;;;2020-08-20;34;881935;23322;176;595;4;;;
Norte;AC;;12;;;;2020-08-21;34;881935;23337;15;598;3;;;
Norte;AC;;12;;;;2020-08-22;34;881935;23665;328;598;0;;;
Norte;AC;;12;;;;2020-08-23;35;881935;23719;54;600;2;;;
Norte;AC;;12;;;;2020-08-24;35;881935;23729;10;604;4;;;
Norte;AC;;12;;;;2020-08-25;35;881935;23936;207;607;3;;;
Norte;AC;;12;;;;2020-08-26;35;881935;24119;183;607;0;;;
Norte;AC;;12;;;;2020-08-27;35;881935;24269;150;607;0;;;
Norte;AC;;12;;;;2020-08-28;35;881935;24462;193;608;1;;;
Norte;AC;;12;;;;2020-08-29;35;881935;24601;139;608;0;;;
Norte;AC;;12;;;;2020-08-30;36;881935;24638;37;609;1;;;
Norte;AC;;12;;;;2020-08-31;36;881935;24647;9;612;3;;;
Norte;AC;;12;;;;2020-09-01;36;881935;24840;193;616;4;;;
Norte;AC;;12;;;;2020-09-02;36;881935;25027;187;618;2;;;
Norte;AC;;12;;;;2020-09-03;36;881935;25135;108;622;4;;;
Norte;AC;;12;;;;2020-09-04;36;881935;25249;114;623;1;;;
Norte;AC;;12;;;;2020-09-05;36;881935;25408;159;624;1;;;
Norte;AC;;12;;;;2020-09-06;37;881935;25443;35;624;0;;;
Norte;AC;;12;;;;2020-09-07;37;881935;25469;26;624;0;;;
Norte;AC;;12;;;;2020-09-08;37;881935;25494;25;630;6;;;
Norte;AC;;12;;;;2020-09-09;37;881935;25668;174;631;1;;;
Norte;AC;;12;;;;2020-09-10;37;881935;25877;209;635;4;;;
Norte;AC;;12;;;;2020-09-11;37;881935;26004;127;636;1;;;
Norte;AC;;12;;;;2020-09-12;37;881935;26148;144;637;1;;;
Norte;AC;;12;;;;2020-09-13;38;881935;26166;18;640;3;;;
Norte;AC;;12;;;;2020-09-14;38;881935;26176;10;640;0;;;
Norte;AC;;12;;;;2020-09-15;38;881935;26287;111;642;2;;;
Norte;AC;;12;;;;2020-09-16;38;881935;26463;176;643;1;;;
Norte;AC;;12;;;;2020-09-17;38;881935;26716;253;646;3;;;
Norte;AC;;12;;;;2020-09-18;38;881935;26942;226;647;1;;;
Norte;AC;;12;;;;2020-09-19;38;881935;27061;119;648;1;;;
Norte;AC;;12;;;;2020-09-20;39;881935;27079;18;649;1;;;
Norte;AC;;12;;;;2020-09-21;39;881935;27106;27;649;0;;;
Norte;AC;;12;;;;2020-09-22;39;881935;27246;140;651;2;;;
Norte;AC;;12;;;;2020-09-23;39;881935;27397;151;652;1;;;
Norte;AC;;12;;;;2020-09-24;39;881935;27556;159;653;1;;;
Norte;AC;;12;;;;2020-09-25;39;881935;27710;154;654;1;;;
Norte;AC;;12;;;;2020-09-26;39;881935;27859;149;656;2;;;
Norte;AC;;12;;;;2020-09-27;40;881935;27874;15;657;1;;;
Norte;AC;;12;;;;2020-09-28;40;881935;27885;11;657;0;;;
Norte;AC;;12;;;;2020-09-29;40;881935;28030;145;657;0;;;
Norte;AC;;12;;;;2020-09-30;40;881935;28222;192;659;2;;;
Norte;AC;;12;;;;2020-10-01;40;881935;28409;187;661;2;;;
Norte;AC;;12;;;;2020-10-02;40;881935;28555;146;664;3;;;
Norte;AC;;12;;;;2020-10-03;40;881935;28662;107;667;3;;;
Norte;AC;;12;;;;2020-10-04;41;881935;28672;10;667;0;;;
Norte;AC;;12;;;;2020-10-05;41;881935;28687;15;667;0;;;
Norte;AC;;12;;;;2020-10-06;41;881935;28805;118;668;1;;;
Norte;AC;;12;;;;2020-10-07;41;881935;28818;13;668;0;;;
Norte;AC;;12;;;;2020-10-08;41;881935;28834;16;669;1;;;
Norte;AC;;12;;;;2020-10-09;41;881935;29017;183;674;5;;;
Norte;AC;;12;;;;2020-10-10;41;881935;29031;14;674;0;;;
Norte;AC;;12;;;;2020-10-11;42;881935;29050;19;674;0;;;
Norte;AC;;12;;;;2020-10-12;42;881935;29063;13;675;1;;;
Norte;AC;;12;;;;2020-10-13;42;881935;29272;209;675;0;;;
Norte;AC;;12;;;;2020-10-14;42;881935;29301;29;676;1;;;
Norte;AC;;12;;;;2020-10-15;42;881935;29406;105;677;1;;;
Norte;AC;;12;;;;2020-10-16;42;881935;29598;192;679;2;;;
Norte;AC;;12;;;;2020-10-17;42;881935;29693;95;679;0;;;
Norte;AC;;12;;;;2020-10-18;43;881935;29718;25;679;0;;;
Norte;AC;;12;;;;2020-10-19;43;881935;29765;47;679;0;;;
Norte;AC;;12;;;;2020-10-20;43;881935;29865;100;682;3;;;
Norte;AC;;12;;;;2020-10-21;43;881935;29925;60;682;0;;;
Norte;AC;;12;;;;2020-10-22;43;881935;30028;103;685;3;;;
Norte;AC;;12;;;;2020-10-23;43;881935;30121;93;686;1;;;
Norte;AC;;12;;;;2020-10-24;43;881935;30217;96;686;0;;;
Norte;AC;;12;;;;2020-10-25;44;881935;30304;87;687;1;;;
Norte;AC;;12;;;;2020-10-26;44;881935;30317;13;689;2;;;
Norte;AC;;12;;;;2020-10-27;44;881935;30380;63;690;1;;;
Norte;AC;;12;;;;2020-10-28;44;881935;30545;165;691;1;;;
Norte;AC;;12;;;;2020-10-29;44;881935;30638;93;692;1;;;
Norte;AC;;12;;;;2020-10-30;44;881935;30758;120;693;1;;;
Norte;AC;;12;;;;2020-10-31;44;881935;30796;38;693;0;;;
Norte;AC;;12;;;;2020-11-01;45;881935;30951;155;693;0;;;
Norte;AC;;12;;;;2020-11-02;45;881935;30954;3;693;0;;;
Norte;AC;;12;;;;2020-11-03;45;881935;30962;8;695;2;;;
Norte;AC;;12;;;;2020-11-04;45;881935;31218;256;696;1;;;
Norte;AC;;12;;;;2020-11-05;45;881935;31248;30;697;1;;;
Norte;AC;;12;;;;2020-11-06;45;881935;31326;78;697;0;;;
Norte;AC;;12;;;;2020-11-07;45;881935;31575;249;699;2;;;
Norte;AC;;12;;;;2020-11-08;46;881935;31707;132;699;0;;;
Norte;AC;;12;;;;2020-11-09;46;881935;31788;81;701;2;;;
Norte;AC;;12;;;;2020-11-10;46;881935;31926;138;704;3;;;
Norte;AC;;12;;;;2020-11-11;46;881935;32113;187;705;1;;;
Norte;AC;;12;;;;2020-11-12;46;881935;32515;402;707;2;;;
Norte;AC;;12;;;;2020-11-13;46;881935;32661;146;707;0;;;
Norte;AC;;12;;;;2020-11-14;46;881935;32991;330;708;1;;;
Norte;AC;;12;;;;2020-11-15;47;881935;33156;165;708;0;;;
Norte;AC;;12;;;;2020-11-16;47;881935;33295;139;708;0;;;
Norte;AC;;12;;;;2020-11-17;47;881935;33475;180;709;1;;;
Norte;AC;;12;;;;2020-11-18;47;881935;33725;250;709;0;;;
Norte;AC;;12;;;;2020-11-19;47;881935;33976;251;710;1;;;
Norte;AC;;12;;;;2020-11-20;47;881935;34246;270;711;1;;;
Norte;AC;;12;;;;2020-11-21;47;881935;34435;189;713;2;;;
Norte;AC;;12;;;;2020-11-22;48;881935;34626;191;713;0;;;
Norte;AC;;12;;;;2020-11-23;48;881935;34849;223;714;1;;;
Norte;AC;;12;;;;2020-11-24;48;881935;35053;204;715;1;;;
Norte;AC;;12;;;;2020-11-25;48;881935;35188;135;721;6;;;
Norte;AC;;12;;;;2020-11-26;48;881935;35304;116;722;1;;;
Norte;AC;;12;;;;2020-11-27;48;881935;35756;452;722;0;;;
Norte;AC;;12;;;;2020-11-28;48;881935;35920;164;723;1;;;
Norte;AC;;12;;;;2020-11-29;49;881935;36080;160;723;0;;;
Norte;AC;;12;;;;2020-11-30;49;881935;36259;179;723;0;;;
Norte;AC;;12;;;;2020-12-01;49;881935;36563;304;726;3;;;
Norte;AC;;12;;;;2020-12-02;49;881935;36746;183;727;1;;;
Norte;AC;;12;;;;2020-12-03;49;881935;36899;153;730;3;;;
Norte;AC;;12;;;;2020-12-04;49;881935;37152;253;731;1;;;
Norte;AC;;12;;;;2020-12-05;49;881935;37277;125;732;1;;;
Norte;AC;;12;;;;2020-12-06;50;881935;37321;44;732;0;;;
Norte;AC;;12;;;;2020-12-07;50;881935;37428;107;736;4;;;
Norte;AC;;12;;;;2020-12-08;50;881935;37556;128;737;1;;;
Norte;AC;;12;;;;2020-12-09;50;881935;37672;116;742;5;;;
Norte;AC;;12;;;;2020-12-10;50;881935;37902;230;744;2;;;
Norte;AC;;12;;;;2020-12-11;50;881935;38150;248;747;3;;;
Norte;AC;;12;;;;2020-12-12;50;881935;38363;213;749;2;;;
Norte;AC;;12;;;;2020-12-13;51;881935;38412;49;750;1;;;
Norte;AC;;12;;;;2020-12-14;51;881935;38628;216;753;3;;;
Norte;AC;;12;;;;2020-12-15;51;881935;38712;84;755;2;;;
Norte;AC;;12;;;;2020-12-16;51;881935;38938;226;756;1;;;
Norte;AC;;12;;;;2020-12-17;51;881935;39166;228;756;0;;;
Norte;AC;;12;;;;2020-12-18;51;881935;39341;175;757;1;;;
Norte;AC;;12;;;;2020-12-19;51;881935;39869;528;758;1;;;
Norte;AC;;12;;;;2020-12-20;52;881935;39996;127;765;7;;;
Norte;AC;;12;;;;2020-12-21;52;881935;40249;253;767;2;;;
Norte;AC;;12;;;;2020-12-22;52;881935;40314;65;769;2;;;
Norte;AC;;12;;;;2020-12-23;52;881935;40399;85;776;7;;;
Norte;AC;;12;;;;2020-12-24;52;881935;40638;239;779;3;;;
Norte;AC;;12;;;;2020-12-25;52;881935;40723;85;780;1;;;
Norte;AC;;12;;;;2020-12-26;52;881935;40736;13;780;0;;;
Norte;AC;;12;;;;2020-12-27;53;881935;40900;164;785;5;;;
Norte;AC;;12;;;;2020-12-28;53;881935;41010;110;789;4;;;
Norte;AC;;12;;;;2020-12-29;53;881935;41232;222;791;2;;;
Norte;AC;;12;;;;2020-12-30;53;881935;41355;123;793;2;;;
Norte;AC;;12;;;;2020-12-31;53;881935;41620;265;795;2;;;
Norte;AC;;12;;;;2021-01-01;53;881935;41689;69;796;1;;;
Norte;AC;;12;;;;2021-01-02;53;881935;41941;252;798;2;;;
Norte;AC;;12;;;;2021-01-03;1;881935;42046;105;802;4;;;
Norte;AC;;12;;;;2021-01-04;1;881935;42117;71;806;4;;;
Norte;AC;;12;;;;2021-01-05;1;881935;42170;53;808;2;;;
Norte;AC;;12;;;;2021-01-06;1;881935;42378;208;814;6;;;
Norte;AC;;12;;;;2021-01-07;1;881935;42478;100;821;7;;;
Norte;AC;;12;;;;2021-01-08;1;881935;42814;336;823;2;;;
Norte;AC;;12;;;;2021-01-09;1;881935;42908;94;823;0;;;
Norte;AC;;12;;;;2021-01-10;2;881935;43127;219;825;2;;;
Norte;AC;;12;;;;2021-01-11;2;881935;43346;219;826;1;;;
Norte;AC;;12;;;;2021-01-12;2;881935;43432;86;827;1;;;
Norte;AC;;12;;;;2021-01-13;2;881935;43785;353;829;2;;;
Norte;AC;;12;;;;2021-01-14;2;881935;44068;283;832;3;;;
Norte;AC;;12;;;;2021-01-15;2;881935;44156;88;835;3;;;
Norte;AC;;12;;;;2021-01-16;2;881935;44621;465;835;0;;;
Norte;AC;;12;;;;2021-01-17;3;881935;44767;146;836;1;;;
Norte;AC;;12;;;;2021-01-18;3;881935;44775;8;837;1;;;
Norte;AC;;12;;;;2021-01-19;3;881935;45208;433;839;2;;;
Norte;AC;;12;;;;2021-01-20;3;881935;45429;221;840;1;;;
Norte;AC;;12;;;;2021-01-21;3;881935;45729;300;844;4;;;
Norte;AC;;12;;;;2021-01-22;3;881935;45987;258;846;2;;;
Norte;AC;;12;;;;2021-01-23;3;881935;46239;252;848;2;;;
Norte;AC;;12;;;;2021-01-24;4;881935;46429;190;850;2;;;
Norte;AC;;12;;;;2021-01-25;4;881935;46539;110;854;4;;;
Norte;AC;;12;;;;2021-01-26;4;881935;46774;235;856;2;;;
Norte;AC;;12;;;;2021-01-27;4;881935;47119;345;858;2;;;
Norte;AC;;12;;;;2021-01-28;4;881935;47461;342;860;2;;;
Norte;AC;;12;;;;2021-01-29;4;881935;47936;475;861;1;;;
Norte;AC;;12;;;;2021-01-30;4;881935;48347;411;864;3;;;
Norte;AC;;12;;;;2021-01-31;5;881935;48467;120;867;3;;;
Norte;AC;;12;;;;2021-02-01;5;881935;48820;353;873;6;;;
Norte;AC;;12;;;;2021-02-02;5;881935;49049;229;876;3;;;
Norte;AC;;12;;;;2021-02-03;5;881935;49547;498;879;3;;;
Norte;AC;;12;;;;2021-02-04;5;881935;49944;397;882;3;;;
Norte;AC;;12;;;;2021-02-05;5;881935;50122;178;884;2;;;
Norte;AC;;12;;;;2021-02-06;5;881935;50454;332;886;2;;;
Norte;AC;;12;;;;2021-02-07;6;881935;50546;92;888;2;;;
Norte;AC;;12;;;;2021-02-08;6;881935;50694;148;893;5;;;
Norte;AC;;12;;;;2021-02-09;6;881935;51269;575;900;7;;;
Norte;AC;;12;;;;2021-02-10;6;881935;51679;410;902;2;;;
Norte;AC;;12;;;;2021-02-11;6;881935;52172;493;907;5;;;
Norte;AC;;12;;;;2021-02-12;6;881935;52548;376;910;3;;;
Norte;AC;;12;;;;2021-02-13;6;881935;52920;372;917;7;;;
Norte;AC;;12;;;;2021-02-14;7;881935;53027;107;921;4;;;
Norte;AC;;12;;;;2021-02-15;7;881935;53455;428;931;10;;;
Norte;AC;;12;;;;2021-02-16;7;881935;53590;135;932;1;;;
Norte;AC;;12;;;;2021-02-17;7;881935;53892;302;940;8;;;
Norte;AC;;12;;;;2021-02-18;7;881935;54130;238;948;8;;;
Norte;AC;;12;;;;2021-02-19;7;881935;54562;432;951;3;;;
Norte;AC;;12;;;;2021-02-20;7;881935;54743;181;957;6;;;
Norte;AC;;12;;;;2021-02-21;8;881935;54786;43;963;6;;;
Norte;AC;;12;;;;2021-02-22;8;881935;54969;183;968;5;;;
Norte;AC;;12;;;;2021-02-23;8;881935;55591;622;974;6;;;
Norte;AC;;12;;;;2021-02-24;8;881935;55881;290;975;1;;;
Norte;AC;;12;;;;2021-02-25;8;881935;56257;376;982;7;;;
Norte;AC;;12;;;;2021-02-26;8;881935;56731;474;986;4;;;
Norte;AC;;12;;;;2021-02-27;8;881935;57337;606;996;10;;;
Norte;AC;;12;;;;2021-02-28;9;881935;57534;197;998;2;;;
Norte;AC;;12;;;;2021-03-01;9;881935;57894;360;1012;14;;;
Norte;AC;;12;;;;2021-03-02;9;881935;58081;187;1020;8;;;
Norte;AC;;12;;;;2021-03-03;9;881935;58506;425;1030;10;;;
Norte;AC;;12;;;;2021-03-04;9;881935;58884;378;1037;7;;;
Norte;AC;;12;;;;2021-03-05;9;881935;59500;616;1047;10;;;
Norte;AC;;12;;;;2021-03-06;9;881935;60069;569;1054;7;;;
Norte;AC;;12;;;;2021-03-07;10;881935;60288;219;1063;9;;;
Norte;AC;;12;;;;2021-03-08;10;881935;60656;368;1066;3;;;
Norte;AC;;12;;;;2021-03-09;10;881935;60721;65;1071;5;;;
Norte;AC;;12;;;;2021-03-10;10;881935;61121;400;1083;12;;;
Norte;AC;;12;;;;2021-03-11;10;881935;61394;273;1094;11;;;
Norte;AC;;12;;;;2021-03-12;10;881935;61709;315;1106;12;;;
Norte;AC;;12;;;;2021-03-13;10;881935;62332;623;1117;11;;;
Norte;AC;;12;;;;2021-03-14;11;881935;62620;288;1122;5;;;
Norte;AC;;12;;;;2021-03-15;11;881935;62940;320;1129;7;;;
Norte;AC;;12;;;;2021-03-16;11;881935;63378;438;1140;11;;;
Norte;AC;;12;;;;2021-03-17;11;881935;63721;343;1144;4;;;
Norte;AC;;12;;;;2021-03-18;11;881935;64234;513;1156;12;;;
Norte;AC;;12;;;;2021-03-19;11;881935;64878;644;1168;12;;;
Norte;AC;;12;;;;2021-03-20;11;881935;65275;397;1176;8;;;
Norte;AC;;12;;;;2021-03-21;12;881935;65446;171;1181;5;;;
Norte;AC;;12;;;;2021-03-22;12;881935;65959;513;1190;9;;;
Norte;AC;;12;;;;2021-03-23;12;881935;66290;331;1201;11;;;
Norte;AC;;12;;;;2021-03-24;12;881935;66744;454;1210;9;;;
Norte;AC;;12;;;;2021-03-25;12;881935;67292;548;1217;7;;;
Norte;AC;;12;;;;2021-03-26;12;881935;67777;485;1224;7;;;
Norte;AC;;12;;;;2021-03-27;12;881935;68575;798;1229;5;;;
Norte;AC;;12;;;;2021-03-28;13;881935;68742;167;1234;5;;;
Norte;AC;;12;;;;2021-03-29;13;881935;68905;163;1240;6;;;
Norte;AC;;12;;;;2021-03-30;13;881935;69103;198;1253;13;;;
Norte;AC;;12;;;;2021-03-31;13;881935;69657;554;1262;9;;;
Norte;AC;;12;;;;2021-04-01;13;881935;69988;331;1269;7;;;
Norte;AC;;12;;;;2021-04-02;13;881935;70851;863;1280;11;;;
Norte;AC;;12;;;;2021-04-03;13;881935;71062;211;1284;4;;;
Norte;AC;;12;;;;2021-04-04;14;881935;71157;95;1291;7;;;
Norte;AC;;12;;;;2021-04-05;14;881935;71330;173;1298;7;;;
Norte;AC;;12;;;;2021-04-06;14;881935;71420;90;1306;8;;;
Norte;AC;;12;;;;2021-04-07;14;881935;71880;460;1318;12;;;
Norte;AC;;12;;;;2021-04-08;14;881935;72403;523;1325;7;;;
Norte;AC;;12;;;;2021-04-09;14;881935;72897;494;1334;9;;;
Norte;AC;;12;;;;2021-04-10;14;881935;73275;378;1339;5;;;
Norte;AC;;12;;;;2021-04-11;15;881935;73425;150;1343;4;;;
Norte;AC;;12;;;;2021-04-12;15;881935;73613;188;1353;10;;;
Norte;AC;;12;;;;2021-04-13;15;881935;74007;394;1367;14;;;
Norte;AC;;12;;;;2021-04-14;15;881935;74533;526;1374;7;;;
Norte;AC;;12;;;;2021-04-15;15;881935;74664;131;1383;9;;;
Norte;AC;;12;;;;2021-04-16;15;881935;75047;383;1395;12;;;
Norte;AC;;12;;;;2021-04-17;15;881935;75334;287;1405;10;;;
Norte;AC;;12;;;;2021-04-18;16;881935;75405;71;1418;13;;;
Norte;AC;;12;;;;2021-04-19;16;881935;75599;194;1433;15;;;
Norte;AC;;12;;;;2021-04-20;16;881935;75640;41;1445;12;;;
Norte;AC;;12;;;;2021-04-21;16;881935;75879;239;1449;4;;;
Norte;AC;;12;;;;2021-04-22;16;881935;76212;333;1458;9;;;
Norte;AC;;12;;;;2021-04-23;16;881935;76376;164;1465;7;;;
Norte;AC;;12;;;;2021-04-24;16;881935;76603;227;1476;11;;;
Norte;AC;;12;;;;2021-04-25;17;881935;76747;144;1480;4;;;
Norte;AC;;12;;;;2021-04-26;17;881935;76971;224;1488;8;;;
Norte;AC;;12;;;;2021-04-27;17;881935;77146;175;1500;12;;;
Norte;AC;;12;;;;2021-04-28;17;881935;77298;152;1517;17;;;
Norte;AC;;12;;;;2021-04-29;17;881935;77535;237;1525;8;;;
Norte;AC;;12;;;;2021-04-30;17;881935;77803;268;1529;4;;;
Norte;AC;;12;;;;2021-05-01;17;881935;78016;213;1534;5;;;
Norte;AM;;13;;;;2020-02-25;9;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-02-26;9;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-02-27;9;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-02-28;9;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-02-29;9;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-01;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-02;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-03;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-04;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-05;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-06;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-07;10;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-08;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-09;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-10;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-11;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-12;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-13;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-14;11;4144597;0;0;0;0;;;
Norte;AM;;13;;;;2020-03-15;12;4144597;1;1;0;0;;;
Norte;AM;;13;;;;2020-03-16;12;4144597;1;0;0;0;;;
Norte;AM;;13;;;;2020-03-17;12;4144597;1;0;0;0;;;
Norte;AM;;13;;;;2020-03-18;12;4144597;1;0;0;0;;;
Norte;AM;;13;;;;2020-03-19;12;4144597;3;2;0;0;;;
Norte;AM;;13;;;;2020-03-20;12;4144597;3;0;0;0;;;
Norte;AM;;13;;;;2020-03-21;12;4144597;11;8;0;0;;;
Norte;AM;;13;;;;2020-03-22;13;4144597;26;15;0;0;;;
Norte;AM;;13;;;;2020-03-23;13;4144597;32;6;0;0;;;
Norte;AM;;13;;;;2020-03-24;13;4144597;47;15;0;0;;;
Norte;AM;;13;;;;2020-03-25;13;4144597;54;7;1;1;;;
Norte;AM;;13;;;;2020-03-26;13;4144597;67;13;1;0;;;
Norte;AM;;13;;;;2020-03-27;13;4144597;81;14;1;0;;;
